post_body,retweets,likes,comments,views,timestamp,n_words,post_eval,category
Cuyos mensajes ocultos es para beber la ideología de género y toda perversidad que viene de afuera la mayoría de los que fueron a ese cierre de campaña tienen afinidades homosexuales entre otras no puedo entender al panameño estúpido que piensa que la humana y Juan Diego son,,1.0,,83,2024-05-01T00:16:24.000Z,"homosexuales, estúpido","el post en cuestión contiene un lenguaje discriminatorio y de odio hacia las personas lgbtq+, específicamente hacia la comunidad homosexual. la mención a ""cuyos mensajes ocultos"" sugiere que el autor cree que hay un contenido oculto o secreto detrás de la ideología de género y la perversidad, lo que es un estereotipo y una generalización discriminatoria. la frase ""no puedo entender al panameño estúpido"" es un ejemplo de lenguaje discriminatorio y despectivo hacia la cultura y la nacionalidad panameña.

en cuanto al contexto, es posible que el post esté relacionado con un cierre de campaña política o un evento similar, y el autor está expresando su rechazo hacia las ideas y los valores que se promueven en ese tipo de eventos. sin embargo, el lenguaje utilizado es discriminatorio y de odio, lo que no es aceptable en cualquier contexto.

en resumen, el post contiene hate speech y es un ejemplo de lenguaje discriminatorio y de odio hacia las personas lgbtq+. es importante destacar que el lenguaje utilizado es perjudicial y puede",hate
Así es. Pero comoa hay GENTE IGNORANTE con sueters y banderas del Maligno  este pueblo es Estúpido......que barbaridad,,1.0,,55,2024-05-05T16:52:15.000Z,"ignorante, sueters, maligno, estúpido, barbaridad","la explicación del post es que contiene elementos de hate speech. el lenguaje utilizado es agresivo y discriminatorio, ya que se refiere a una persona o grupo de personas (en este caso, aquellos que llevan símbolos o banderas consideradas ""malignas"") utilizando términos peyorativos y estigmatizadores. además, se hace una generalización sobre la estupidez de una comunidad o pueblo, lo que puede ser considerado un ataque a la dignidad y la integridad de los miembros de esa comunidad. en general, el post promueve un clima de odio y discriminación, lo que no es aceptable en un diálogo civil y respetuoso.",hate
"Somos estúpidos o se nos califique de anormales NO LO ACEPTO POR QUE MAS ESTÚPIDO ES VOTAR POR QUIÉN YA TE ROBÓ Y VIENEN CON LAS MISMAS INTENCIONES, EL MEJOR EJEMPLO ES MELITON ARROCHA Y MARTÍN-PRD QUE HACEN LO QUE SEA PARA SEGUIR VIVIENDO DE LA TETA DEL ESTADO",,,,9,2024-05-01T18:55:31.000Z,"estúpidos, anormales, teta","el post en cuestión puede ser considerado como hate speech (discurso de odio) ya que contiene expresiones peyorativas y discriminatorias hacia personas con discapacidad (en este caso, se refiere a meliton arrocha y martín-prd como ""estúpidos"" y ""anormales""). la utilización de este tipo de lenguaje puede generar un ambiente de hostilidad y exclusión hacia las personas con discapacidad, y puede ser considerado como una forma de bullying y discriminación.

es importante destacar que la libertad de expresión es un derecho fundamental, pero también es importante considerar que el lenguaje utilizado puede ser ofensivo y discriminatorio. es importante promover un ambiente de inclusión y respeto hacia todas las personas, independientemente de su discapacidad o condición.",hate
Vaya te viejo estúpido tú lo que eres un saco de sal,,,,3,2024-05-04T18:15:44.000Z,"viejo, estúpido, saco de sal","la explicación del post es que se trata de un ejemplo de hate speech, ya que contiene lenguaje ofensivo y discriminatorio dirigido hacia una persona en particular. el uso de palabras como ""estúpido"" y ""saco de sal"" tiene como objetivo ofender y humillar a la persona objeto de la crítica, lo que es incompatible con los valores de respeto y tolerancia que deben prevalecer en cualquier contexto de comunicación.",hate
"Coincido, pero no valorar lo que hicieron me parece simplemente estúpido.",,,,168,2024-05-03T21:51:24.000Z,0,"el post en cuestión no contiene elementos que sugieran hate speech. la frase ""coincido, pero no valorar lo que hicieron me parece simplemente estúpido"" es un comentario crítico, pero no contiene lenguaje discriminatorio, insulto, amenaza o cualquier otro elemento que caracterice al hate speech. el contexto parece ser un debate o discusión en la que la persona está expresando su opinión sobre una situación o acción, sin utilizar lenguaje ofensivo o discriminatorio.",no hate
"No seas estúpido Trunks, dices estupideces, si no te dan el segundo gol de Joselu todavía te estuvieras quejando, y el próximo año también, y el siguiente. El tema es que otro árbitro reconoce su error en favor del Madrid jajaja, error que risa, eso no existe es intencional",,,,12,2024-05-08T23:12:42.000Z,"estúpido, jajaja","la explicación del post es que se trata de un ejemplo de hate speech, específicamente de tipo ""hostilidad indirecta"" o ""hostilidad implícita"". el autor del post utiliza un lenguaje agresivo y despectivo hacia una persona (trunks) y un equipo (madrid), lo que puede generar un ambiente de intimidación o exclusión hacia aquellos que no comparten sus creencias o preferencias. el uso de palabras como ""estupideces"" y ""jajaja"" también sugiere un tono de burla y desprecio.",hate
No le alcanzó su cerebro ni el prompt  para que la AI dibujara algo bien  típico de un estupido petrista,,,,2,2024-04-30T13:31:59.000Z,"estupido, petrista","el post en cuestión puede ser considerado como hate speech debido a la presencia de contenido discriminatorio y despectivo dirigido hacia una persona o grupo de personas (en este caso, probablemente hacia un estudiante o alguien que se identifica con el movimiento petrista). la utilización de palabras como ""estupido"" y ""petrista"" tiene un tono despectivo y discriminatorio, lo que puede generar un ambiente de hostilidad y exclusión en la comunidad en línea.",hate
"No bebe, te llame ingenuo porqué las cosas pasan en tus narices y te niegas a verlas. Lo de estupido estuvo tácito/sobreentendido y de nuevo no captaste.

Te trato de perdida de tiempo porque eso es lo que eres… una pérdida de tiempo. buenas noches ya vaye a dormir",,,,5,2024-05-08T05:42:48.000Z,"ingenuo, estupido, pérdida de tiempo","la explicación del post es que se trata de un ejemplo de hate speech, ya que contiene insultos y ataques personales hacia la persona a la que se dirige. el lenguaje utilizado es agresivo y despectivo, con frases como ""ingenuo"", ""estupido"", y ""pérdida de tiempo"", que tienen como objetivo herir la dignidad y la autoestima de la persona destinataria. además, el tono y el contenido del mensaje sugieren un intento deliberado de dañar la reputación y la confianza de la otra persona.",hate
Eres estúpido o no entendiste el mensaje vuelvo a leer!...,,3.0,,47,2024-05-08T00:43:37.000Z,estúpido,"hate speech. el lenguaje utilizado es agresivo, insultante y hostil, dirigiéndose a alguien de manera personal y ofensiva. el uso de palabras como ""estúpido"" y la amenaza de repetir el mensaje varias veces sugieren un intento de intimidación y dominación, lo que es un ejemplo claro de hate speech.",hate
Estupido mentiroso gente decente semejante ladrón @petrogustavo usted es un criminal,,,,3,2024-05-07T02:17:08.000Z,"estupido, mentiroso, ladrón, criminal","la explicación del post es que se trata de un mensaje de odio (hate speech) dirigido hacia una persona específica, petrogustavo, con insultos y calumnias. el lenguaje utilizado es agresivo y discriminatorio, ya que se utiliza un término peyorativo para describir a la persona y se le atribuyen acciones criminales sin pruebas.",hate
Si le falta morder a media humanidad ahahahahahahahahahahahahahahahahahahaahahah ah Luis Suárez ganar cinco champions y un balón de oro ahahahahahahahahaahhahaahahahahahaha pobre estúpido,,,,93,2024-05-01T20:40:52.000Z,"morder, estúpido","el post en cuestión parece ser un ejemplo de hate speech, ya que contiene expresiones de odio y desprecio hacia una persona específica (luis suárez) y hacia un grupo de personas en general (la ""media humanidad""). la utilización de palabras como ""estúpido"" y la repetición de la risa y las carcajadas sugieren un tono de burla y desprecio hacia la persona y el grupo mencionados.

además, el post no parece ser un comentario constructivo o una crítica saludable hacia la persona o su actuación, sino más bien un ataque personal y gratuito. esto puede generar un ambiente hostil y ofensivo para aquellos que puedan estar relacionados con la persona o el grupo mencionados, y puede violar los derechos de las personas a no ser objeto de odio, discriminación o hostilidad.",hate
"Definitivamente la gente solo es estupideces, ignorancia solo a pasado un dia creo la frustracion los hace ser tan ignorantes,  sea cual sea el gobierno si el pueblo es asi de estupido no va a ver gran diferencia",,,,73,2024-05-07T20:36:53.000Z,"estupideces, ignorante, estupido","la explicación del post es un ejemplo de hate speech, ya que contiene lenguaje discriminatorio y despectivo hacia la gente en general, describiéndola como ""estupideces"" e ""ignorantes"". además, el autor del post hace una generalización negativa sobre la población, sugiriendo que la mayoría de la gente es ""estupida"" y que no hay esperanza de mejorar la situación debido a la ""ignorancia"" y la ""frustración"". esto puede ser considerado como un ataque a la dignidad y la integridad de las personas, y puede generar un ambiente de discriminación y exclusión.",hate
"viste que eres bochinchosa de patio limoso  
Dónde yo le compré un auto
Mira estúpido hablé dea del rotulado no seas tan caca
Ya dale de aquí perrón",,,1.0,6,2024-04-30T14:58:04.000Z,"bochinchosa, patio limoso, estúpido, caca, perrón","el post en cuestión contiene lenguaje ofensivo y agresivo, dirigido a una persona en particular. la utilización de palabras como ""bochinchosa"", ""caca"", y ""perrón"" tienen un tono despectivo y discriminatorio, lo que sugiere que el autor del post está expresando un sentimiento negativo y hostil hacia la persona a quien se dirige.

en cuanto al contexto, parece que el autor del post está discutiendo sobre el rotulado de un automóvil y se está dirigiendo a alguien que compró ese auto. el lenguaje utilizado es agresivo y ofensivo, y no hay evidencia de que se esté discutiendo sobre un tema específico o haciendo una crítica constructiva.

en general, el post contiene elementos de hate speech, ya que utiliza lenguaje discriminatorio y ofensivo para atacar a alguien en particular.",hate
